time,open,high,low,close,Volume
2013/10/23 18:00,97.246,97.495,97.216,97.429,12439
2013/10/23 22:00,97.429,97.445,97.214,97.266,16328
2013/10/24 2:00,97.266,97.432,97.23,97.387,5594
2013/10/24 6:00,97.387,97.512,97.297,97.324,7333
2013/10/24 10:00,97.324,97.473,97.173,97.352,12864
2013/10/24 14:00,97.352,97.616,97.285,97.285,13550
2013/10/24 18:00,97.285,97.454,97.254,97.381,10835
2013/10/24 22:00,97.381,97.432,97.236,97.358,14111
2013/10/25 2:00,97.358,97.383,97.26,97.278,5225
2013/10/25 6:00,97.278,97.431,97.19,97.278,8002
2013/10/25 10:00,97.278,97.381,96.943,97.032,15892
2013/10/25 14:00,97.032,97.131,96.959,97.108,13835
2013/10/25 18:00,97.108,97.428,97.096,97.348,11135
2013/10/25 22:00,97.348,97.491,97.287,97.464,13500
2013/10/26 2:00,97.464,97.47,97.338,97.375,4989
2013/10/28 6:00,97.696,97.755,97.461,97.558,5988
2013/10/28 10:00,97.558,97.651,97.444,97.585,8037
2013/10/28 14:00,97.585,97.706,97.556,97.588,7000
2013/10/28 18:00,97.588,97.707,97.588,97.688,6864
2013/10/28 22:00,97.688,97.792,97.608,97.704,11267
2013/10/29 2:00,97.704,97.729,97.611,97.676,5005
2013/10/29 6:00,97.676,97.717,97.463,97.486,6253
2013/10/29 10:00,97.486,97.664,97.474,97.56,8803
2013/10/29 14:00,97.56,97.62,97.472,97.6,8982
2013/10/29 18:00,97.6,97.988,97.546,97.958,11877
2013/10/29 22:00,97.958,98.282,97.835,98.179,16679
2013/10/30 2:00,98.179,98.246,98.108,98.179,6206
2013/10/30 6:00,98.179,98.27,98.115,98.182,6015
2013/10/30 10:00,98.182,98.265,98.106,98.154,7341
2013/10/30 14:00,98.154,98.31,98.128,98.204,7788
2013/10/30 18:00,98.204,98.291,98.068,98.252,9638
2013/10/30 22:00,98.252,98.28,98.135,98.217,10730
2013/10/31 2:00,98.217,98.678,98.053,98.516,21943
2013/10/31 6:00,98.516,98.571,98.388,98.459,7023
2013/10/31 10:00,98.459,98.509,98.349,98.418,8751
2013/10/31 14:00,98.418,98.437,98.233,98.28,10051
2013/10/31 18:00,98.28,98.327,98.174,98.236,11203
2013/10/31 22:00,98.236,98.42,98.087,98.237,25551
2013/11/1 2:00,98.237,98.389,98.23,98.359,7556
2013/11/1 6:00,98.359,98.384,98.202,98.242,5468
2013/11/1 10:00,98.242,98.313,97.809,97.864,13869
2013/11/1 14:00,97.864,98.249,97.864,98.244,11422
2013/11/1 18:00,98.244,98.396,98.213,98.364,10467
2013/11/1 22:00,98.364,98.85,98.35,98.777,21277
2013/11/2 2:00,98.777,98.832,98.68,98.686,6510
2013/11/4 7:00,98.771,98.825,98.639,98.766,5162
2013/11/4 11:00,98.766,98.844,98.708,98.731,3830
2013/11/4 15:00,98.731,98.753,98.58,98.682,6452
2013/11/4 19:00,98.682,98.714,98.62,98.681,5666
2013/11/4 23:00,98.681,98.684,98.567,98.649,7526
2013/11/5 3:00,98.649,98.705,98.536,98.593,5007
2013/11/5 7:00,98.593,98.674,98.314,98.324,7043
2013/11/5 11:00,98.324,98.532,98.239,98.53,8419
2013/11/5 15:00,98.53,98.531,98.168,98.223,10695
2013/11/5 19:00,98.223,98.401,98.195,98.381,9646
2013/11/5 23:00,98.381,98.647,98.322,98.576,14358
2013/11/6 3:00,98.576,98.603,98.486,98.499,4767
2013/11/6 7:00,98.499,98.582,98.406,98.454,6308
2013/11/6 11:00,98.454,98.756,98.424,98.655,11175
2013/11/6 15:00,98.655,98.663,98.474,98.593,8515
2013/11/6 19:00,98.593,98.694,98.552,98.655,7376
2013/11/6 23:00,98.655,98.736,98.582,98.644,12500
2013/11/7 3:00,98.644,98.722,98.62,98.657,4348
2013/11/7 7:00,98.657,98.749,98.58,98.617,6500
2013/11/7 11:00,98.617,98.662,98.556,98.618,5846
2013/11/7 15:00,98.618,98.747,98.595,98.724,6020
2013/11/7 19:00,98.724,99.395,98.652,99.394,22756
2013/11/7 23:00,99.394,99.411,98.35,98.504,30364
2013/11/8 3:00,98.504,98.515,97.614,98.088,25462
2013/11/8 7:00,98.088,98.256,98.056,98.216,8838
2013/11/8 11:00,98.216,98.244,98.09,98.131,6259
2013/11/8 15:00,98.131,98.237,98.038,98.206,8971
2013/11/8 19:00,98.206,98.93,97.976,98.571,21949
2013/11/8 23:00,98.571,99.223,98.561,98.968,29635
2013/11/9 3:00,98.968,99.163,98.939,99.067,7247
2013/11/11 7:00,99.179,99.24,98.95,99.05,8520
2013/11/11 11:00,99.05,99.063,98.943,99.002,4447
2013/11/11 15:00,99.002,99.113,98.924,99.075,6586
2013/11/11 19:00,99.075,99.277,99.07,99.242,6105
2013/11/11 23:00,99.242,99.301,99.175,99.236,6779
2013/11/12 3:00,99.236,99.252,99.154,99.155,2456
2013/11/12 7:00,99.155,99.533,99.103,99.487,8234
2013/11/12 11:00,99.487,99.593,99.436,99.559,7866
2013/11/12 15:00,99.559,99.799,99.52,99.705,11937
2013/11/12 19:00,99.705,99.796,99.622,99.669,11828
2013/11/12 23:00,99.669,99.744,99.463,99.532,15590
2013/11/13 3:00,99.532,99.734,99.532,99.631,6714
2013/11/13 7:00,99.631,99.673,99.496,99.55,6383
2013/11/13 11:00,99.55,99.585,99.427,99.477,7517
2013/11/13 15:00,99.477,99.62,99.408,99.481,8709
2013/11/13 19:00,99.481,99.571,99.296,99.415,10309
2013/11/13 23:00,99.415,99.596,99.19,99.361,14481
2013/11/14 3:00,99.361,99.484,99.104,99.238,9954
2013/11/14 7:00,99.238,99.478,99.134,99.374,12507
2013/11/14 11:00,99.374,99.729,99.368,99.637,14581
2013/11/14 15:00,99.637,100.035,99.59,99.883,14101
2013/11/14 19:00,99.883,100.041,99.815,99.888,12571
2013/11/14 23:00,99.888,100.144,99.785,99.917,23627
2013/11/15 3:00,99.917,100.151,99.886,100.017,6884
2013/11/15 7:00,100.017,100.307,100.004,100.202,11060
2013/11/15 11:00,100.202,100.302,100.084,100.108,8257
2013/11/15 15:00,100.108,100.434,99.937,100.37,14111
2013/11/15 19:00,100.37,100.432,100.134,100.204,10437
2013/11/15 23:00,100.204,100.345,100.1,100.264,12882
2013/11/16 3:00,100.264,100.293,100.155,100.157,3918
2013/11/18 7:00,100.23,100.391,100.2,100.294,7406
2013/11/18 11:00,100.294,100.313,99.964,100.087,7612
2013/11/18 15:00,100.087,100.11,99.789,99.965,9731
2013/11/18 19:00,99.965,100.17,99.897,99.976,8650
2013/11/18 23:00,99.976,100.203,99.877,100.105,11900
2013/11/19 3:00,100.105,100.157,99.835,99.983,8037
2013/11/19 7:00,99.983,100.002,99.572,99.572,9861
2013/11/19 11:00,99.572,99.932,99.572,99.864,9322
2013/11/19 15:00,99.864,99.895,99.659,99.735,10174
2013/11/19 19:00,99.735,100.046,99.73,100.001,9828
2013/11/19 23:00,100.001,100.248,99.937,100.1,19340
2013/11/20 3:00,100.1,100.257,100.06,100.135,7296
2013/11/20 7:00,100.135,100.227,100.04,100.094,11405
2013/11/20 11:00,100.094,100.096,99.938,100.006,6669
2013/11/20 15:00,100.006,100.173,99.887,99.987,12672
2013/11/20 19:00,99.987,100.077,99.788,99.998,10319
2013/11/20 23:00,99.998,100.127,99.828,100.125,19260
2013/11/21 3:00,100.125,100.241,99.889,100.032,18478
2013/11/21 7:00,100.032,100.523,100.008,100.396,12553
2013/11/21 11:00,100.396,100.502,100.309,100.489,10116
2013/11/21 15:00,100.489,100.932,100.48,100.913,17367
2013/11/21 19:00,100.913,101.005,100.745,100.927,11847
2013/11/21 23:00,100.927,101.109,100.871,101.018,19760
2013/11/22 3:00,101.018,101.163,100.959,101.155,7609
2013/11/22 7:00,101.155,101.353,101.086,101.265,9267
2013/11/22 11:00,101.265,101.354,101.001,101.062,12464
2013/11/22 15:00,101.062,101.188,100.956,101.183,10786
2013/11/22 19:00,101.183,101.283,101.035,101.09,11597
2013/11/22 23:00,101.09,101.308,101.057,101.296,12350
2013/11/23 3:00,101.296,101.353,101.223,101.247,5016
2013/11/25 7:00,101.262,101.806,101.141,101.74,12252
2013/11/25 11:00,101.74,101.891,101.623,101.877,10273
2013/11/25 15:00,101.877,101.917,101.646,101.708,11672
2013/11/25 19:00,101.708,101.874,101.665,101.805,8019
2013/11/25 23:00,101.805,101.826,101.585,101.673,10624
2013/11/26 3:00,101.673,101.757,101.407,101.675,7231
2013/11/26 7:00,101.675,101.714,101.335,101.522,10066
2013/11/26 11:00,101.522,101.588,101.43,101.523,6338
2013/11/26 15:00,101.523,101.587,101.343,101.364,9532
2013/11/26 19:00,101.364,101.506,101.344,101.498,7656
2013/11/26 23:00,101.498,101.653,101.219,101.27,14119
2013/11/27 3:00,101.27,101.351,101.148,101.268,8072
2013/11/27 7:00,101.268,101.457,101.183,101.429,7740
2013/11/27 11:00,101.429,101.652,101.351,101.5,9633
2013/11/27 15:00,101.5,101.81,101.476,101.762,13991
2013/11/27 19:00,101.762,101.89,101.741,101.83,9900
2013/11/27 23:00,101.83,102.199,101.763,102.108,17092
2013/11/28 3:00,102.108,102.183,102.101,102.154,4086
2013/11/28 7:00,102.154,102.278,101.936,102.102,9369
2013/11/28 11:00,102.102,102.166,102.008,102.154,5783
2013/11/28 15:00,102.154,102.254,102.088,102.199,10642
2013/11/28 19:00,102.199,102.374,102.162,102.283,6941
2013/11/28 23:00,102.283,102.31,102.196,102.295,4873
2013/11/29 3:00,102.295,102.353,102.203,102.301,4610
2013/11/29 7:00,102.301,102.611,102.255,102.564,11010
2013/11/29 11:00,102.564,102.582,102.177,102.256,14220
2013/11/29 15:00,102.256,102.377,102.117,102.243,12136
2013/11/29 19:00,102.243,102.343,102.227,102.312,8412
2013/11/29 23:00,102.312,102.491,102.27,102.457,12033
2013/11/30 3:00,102.457,102.487,102.353,102.38,4277
2013/12/2 7:00,102.456,102.597,102.226,102.314,17096
2013/12/2 11:00,102.314,102.46,102.265,102.413,12273
2013/12/2 15:00,102.413,102.812,102.389,102.715,21359
2013/12/2 19:00,102.715,102.929,102.653,102.919,21798
2013/12/2 23:00,102.919,103.129,102.768,103.05,36615
2013/12/3 3:00,103.05,103.118,102.928,102.936,12013
2013/12/3 7:00,102.936,103.165,102.832,103.064,16255
2013/12/3 11:00,103.064,103.379,103.06,103.257,18102
2013/12/3 15:00,103.257,103.315,102.668,102.774,26379
2013/12/3 19:00,102.774,102.842,102.377,102.46,33628
2013/12/3 23:00,102.46,102.757,102.227,102.372,40263
2013/12/4 3:00,102.372,102.545,101.976,102.527,27414
2013/12/4 7:00,102.527,102.663,102.24,102.331,26163
2013/12/4 11:00,102.331,102.634,102.297,102.488,26092
2013/12/4 15:00,102.488,102.838,102.474,102.594,25808
2013/12/4 19:00,102.594,102.653,102.279,102.568,33074
2013/12/4 23:00,102.568,102.707,102.027,102.093,57158
2013/12/5 3:00,102.093,102.36,101.819,102.355,40928
2013/12/5 7:00,102.355,102.441,102.165,102.278,18549
